Treatments,min_current_fps,max_current_fps,mean_current_fps,mean_allocated_ram,mean_average_fps,mean_reserved_ram,mean_mono_ram,mean_cpu,mean_slider,median_slider,max_slider,AmbientOcclusion,Bloom,ChromaticAberration,ContactShadows,Fog,MicroShadowing,MotionBlur,ReflectionProbe,ScreenSpaceReflection,ScreenSpaceRefraction,Tonemapping,Vignette,WhiteBalance
" Fog,WhiteBalance,ScreenSpaceReflection,AmbientOcclusion,MicroShadowing,ScreenSpaceRefraction,MotionBlur ",49.62188,49.62188,49.62188,165.8076,33.54463,184.3516,17.76563,10.54688,47.14285,47.14285,47.14285,1,0,0,0,1,1,1,0,1,1,0,0,1
" AmbientOcclusion,ScreenSpaceReflection,MotionBlur,Bloom,ContactShadows ",32.02932,32.02932,32.02932,164.5492,33.47591,184.3516,21.41406,9.505208,61.90476,61.90476,61.90476,1,1,0,1,0,0,1,0,1,0,0,0,0
" Tonemapping,Bloom,WhiteBalance,ReflectionProbe,MotionBlur,Vignette,AmbientOcclusion ",50.21643,50.21643,50.21643,167.1602,33.54695,184.3516,19.37891,8.854167,100.0,100.0,100.0,1,1,0,0,0,0,1,1,0,0,1,1,1
" ScreenSpaceReflection,WhiteBalance,Vignette ",50.61164,50.61164,50.61164,166.8134,33.54849,184.3516,17.82813,11.45833,-100.0,-100.0,-100.0,0,0,0,0,0,0,0,0,1,0,0,1,1
" Bloom,ReflectionProbe,Fog,Tonemapping,MicroShadowing ",36.83038,36.83038,36.83038,167.9203,33.49466,184.3516,21.94141,9.375,100.0,100.0,100.0,0,1,0,0,1,1,0,1,0,0,1,0,0
" MotionBlur,MicroShadowing,ReflectionProbe,ContactShadows,Vignette,Fog ",35.93529,35.93529,35.93529,169.5529,33.49117,184.3516,19.10938,10.15625,-50.0,-50.0,-50.0,0,0,0,1,1,1,1,1,0,0,0,1,0
" WhiteBalance,Vignette,MotionBlur,ScreenSpaceRefraction,ChromaticAberration ",42.46898,42.46898,42.46898,168.4682,33.51669,184.3516,17.18359,11.84896,-63.80952,-63.80952,-63.80952,0,0,1,0,0,0,1,0,0,1,0,1,1
" ReflectionProbe,Bloom,Tonemapping,ScreenSpaceRefraction,AmbientOcclusion ",43.46182,60.00024,51.731030000000004,169.73585,33.55287,184.3516,22.376949999999997,9.375,97.857155,97.857155,98.09525,1,1,0,0,0,0,0,1,0,1,1,0,0
" Fog,Vignette,MotionBlur,ChromaticAberration,Bloom ",26.45776,26.45776,26.45776,170.859,33.45414,184.3516,20.22266,9.505208,-84.76191,-84.76191,-84.76191,0,1,1,0,1,0,1,0,0,0,0,1,0
" Tonemapping,ContactShadows,Bloom,ReflectionProbe,AmbientOcclusion ",44.81311,60.00096,54.084,170.6838333333333,33.56205666666667,184.3516,17.86979333333333,10.02604,100.0,100.0,100.0,1,1,0,1,0,0,0,1,0,0,1,0,0
" MicroShadowing,ChromaticAberration,Fog,ScreenSpaceRefraction,ReflectionProbe ",26.08296,26.08296,26.08296,171.8185,33.45268,184.3516,17.32031,8.723958,-86.19048,-86.19048,-86.19048,0,0,1,0,1,1,0,1,0,1,0,0,0
" Vignette,WhiteBalance,ReflectionProbe,Fog,MicroShadowing ",28.27727,28.27727,28.27727,172.7586,33.46125,184.3516,19.90625,10.54688,57.14285,57.14285,57.14285,0,0,0,0,1,1,0,1,0,0,0,1,1
" ReflectionProbe,Vignette,WhiteBalance,ChromaticAberration,ScreenSpaceReflection,Fog ",33.6043,33.6043,33.6043,173.1678,33.48206,184.3516,17.40625,10.02604,31.90477,31.90477,31.90477,0,0,1,0,1,0,0,1,1,0,0,1,1
" WhiteBalance,ScreenSpaceRefraction,Tonemapping,ReflectionProbe,Bloom,MotionBlur ",60.00096,60.00096,60.00096,173.7545,33.58517,184.3516,21.14844,12.5,100.0,100.0,100.0,0,1,0,0,0,0,1,1,0,1,1,0,1
" WhiteBalance,ScreenSpaceRefraction,AmbientOcclusion,Bloom,ReflectionProbe ",60.00024,60.00024,60.00024,171.9301,33.58517,184.3516,18.875,11.71875,-46.66667,-46.66667,-46.66667,1,1,0,0,0,0,0,1,0,1,0,0,1
" WhiteBalance,Vignette,ChromaticAberration,ContactShadows,MicroShadowing,Bloom,Fog ",31.89722,31.89722,31.89722,174.9847,33.47539,184.3516,17.90625,9.505208,-100.0,-100.0,-100.0,0,1,1,1,1,1,0,0,0,0,0,1,1
" AmbientOcclusion,Bloom,Fog,MotionBlur,Tonemapping,MicroShadowing ",32.43731,32.43731,32.43731,174.6463,33.4775,184.3516,20.99609,10.54688,-64.76191,-64.76191,-64.76191,1,1,0,0,1,1,1,0,0,0,1,0,0
" Bloom,WhiteBalance,ContactShadows,Tonemapping,MotionBlur ",59.99844,59.99844,59.99844,174.3135,33.58516,184.3516,18.85156,8.854167,100.0,100.0,100.0,0,1,0,1,0,0,1,0,0,0,1,0,1
" Vignette,Fog,ChromaticAberration,MotionBlur,ScreenSpaceReflection ",25.83786,25.83786,25.83786,177.459,33.45172,184.3516,17.15234,11.71875,-56.19048,-56.19048,-56.19048,0,0,1,0,1,0,1,0,1,0,0,1,0
" Fog,ReflectionProbe,ContactShadows,Tonemapping ",27.26616,51.6161,40.43012000000001,177.22466666666665,33.508723333333336,184.3516,20.119793333333334,10.54688,75.87302,75.71429,76.19048,0,0,0,1,1,0,0,1,0,0,1,0,0
" MotionBlur,ScreenSpaceReflection,AmbientOcclusion,WhiteBalance,Vignette ",49.66008,59.99808,54.829080000000005,141.1292,42.16887,182.3516,21.353520000000003,11.263024999999999,88.33333999999999,88.33333999999999,88.57143,1,0,0,0,0,0,1,0,1,0,0,1,1
" Tonemapping,MicroShadowing,ScreenSpaceRefraction,ChromaticAberration,Bloom ",58.95496,59.99772,59.64761333333334,142.08493333333334,42.18769333333333,184.3516,19.588543333333334,8.810763666666666,-25.714283333333338,-34.28571,-98.57143,0,1,1,0,0,1,0,0,0,1,1,0,0
" AmbientOcclusion,Fog,ReflectionProbe,Bloom,Vignette,ScreenSpaceRefraction ",28.73761,28.73761,28.73761,144.3254,42.06695,184.3516,21.10938,9.765625,20.4762,20.4762,20.4762,1,1,0,0,1,0,0,1,0,1,0,1,0
" ContactShadows,ChromaticAberration,Tonemapping,Vignette,MicroShadowing ",52.15097,52.15097,52.15097,144.6151,42.15841,184.3516,18.24609,11.84896,-36.66667,-36.66667,-36.66667,0,0,1,1,0,1,0,0,0,0,1,1,0
" ScreenSpaceRefraction,ContactShadows,ScreenSpaceReflection,AmbientOcclusion,Vignette ",59.99952,59.99952,59.99952,144.9331,42.18907,180.3516,22.04297,11.58854,20.0,20.0,20.0,1,0,0,1,0,0,0,0,1,1,0,1,0
" Fog,MotionBlur,ScreenSpaceReflection,ContactShadows,Bloom ",25.01657,48.6431,36.486236250000005,147.26751250000004,42.09721999999999,184.3516,20.597169999999995,9.830728124999998,64.44105625,65.924155,100.0,0,1,0,1,1,0,1,0,1,0,0,0,0
" ScreenSpaceReflection,Fog,MotionBlur,ChromaticAberration,ReflectionProbe,WhiteBalance,Vignette,Bloom,Tonemapping ",27.43861,47.65899,36.32972600000001,147.47272000000004,42.096610000000005,184.3516,19.879688,13.54167,29.42857,31.42858,50.95237,0,1,1,0,1,0,1,1,1,0,1,1,1
" AmbientOcclusion,MicroShadowing,ChromaticAberration,Fog,Tonemapping ",26.54583,54.58575,36.75336722222221,148.7087,42.09826277777778,184.3516,20.732205000000004,9.375,24.682540111111106,20.714285,50.47619,1,0,1,0,1,1,0,0,0,0,1,0,0
" ScreenSpaceRefraction,Bloom,Vignette,WhiteBalance,Fog ",23.45628,47.37181,31.064872105263152,149.62955789473688,42.07604421052631,184.3516,19.249178421052637,9.080317789473687,-21.528824473684217,-18.09524,-47.14286,0,1,0,0,1,0,0,0,0,1,0,1,1
" Vignette,AmbientOcclusion ",26.99398,60.00168,52.532700000000006,149.67371739130434,42.15990391304347,184.3516,21.294498260869567,10.869568521739124,-19.29606774782609,-20.0,-52.38095,1,0,0,0,0,0,0,0,0,0,0,1,0
" Bloom,Fog,ScreenSpaceReflection,AmbientOcclusion ",24.60678,45.4341,34.401985,150.58504999999997,42.08908071428572,184.0658857142857,18.405414285714283,10.305060000000001,-51.870749428571415,-55.000005,-80.95238,1,1,0,0,1,0,0,0,1,0,0,0,0
" ContactShadows,MicroShadowing,WhiteBalance,ScreenSpaceRefraction,Tonemapping ",34.24493,60.00276,54.435662727272735,150.1499909090909,42.167336818181816,184.3516,21.97638545454545,10.677079999999993,50.90909633181818,57.857145,100.0,0,0,0,1,0,1,0,0,0,1,1,0,1
" ScreenSpaceRefraction,ReflectionProbe,ContactShadows,WhiteBalance,ChromaticAberration ",33.96416,60.00204,53.39029416666668,151.96554999999998,42.16325333333334,184.3516,17.942056666666666,10.15625,11.428567075000002,8.8095175,33.80952,0,0,1,1,0,0,0,1,0,1,0,0,1
" MicroShadowing,ContactShadows,AmbientOcclusion,ChromaticAberration,MotionBlur,Vignette ",32.48641,60.00276,49.86416400000001,152.92923000000002,42.1494795,184.15159999999997,18.718946,11.575520999999998,28.632354049999996,43.156165,100.0,1,0,1,1,0,1,1,0,0,0,0,1,0
" ScreenSpaceRefraction,MicroShadowing,ChromaticAberration,AmbientOcclusion,Tonemapping ",33.395,60.00096,49.575889999999994,153.33291666666665,42.14835333333333,183.68493333333333,20.240235000000002,10.286460000000002,18.968256483333334,18.095235000000002,36.66668,1,0,1,0,0,1,0,0,0,1,1,0,0
" AmbientOcclusion,MicroShadowing,ChromaticAberration,Fog,ContactShadows ",27.11173,48.35613,36.934013,154.59522999999996,42.09897,183.95159999999998,21.679688000000002,10.4036451,-46.85714499999999,-53.095245,-66.19048,1,0,1,1,1,1,0,0,0,0,0,0,0
" ScreenSpaceRefraction,MotionBlur,ReflectionProbe,AmbientOcclusion,ContactShadows,Tonemapping ",40.97068,58.9567,51.80227,155.04406666666668,42.15705,184.3516,19.114586666666668,9.635416666666666,82.69841666666666,100.0,100.0,1,0,0,1,0,0,1,1,0,1,1,0,0
" ScreenSpaceReflection,WhiteBalance,ScreenSpaceRefraction,MicroShadowing,MotionBlur ",50.04679,50.04679,50.04679,156.5491,42.15019,184.3516,17.19922,9.114583,-100.0,-100.0,-100.0,0,0,0,0,0,1,1,0,1,1,0,0,1
" MicroShadowing,Fog,WhiteBalance,AmbientOcclusion,ScreenSpaceReflection,MotionBlur,ChromaticAberration ",36.33311,36.33311,36.33311,156.7734,42.09662,184.3516,21.72266,11.97917,20.4762,20.4762,20.4762,1,0,1,0,1,1,1,0,1,0,0,0,1
" ChromaticAberration,MotionBlur,Vignette,Fog ",49.69907,49.69907,49.69907,157.3065,42.14883,184.3516,18.07031,9.635417,-92.38096,-92.38096,-92.38096,0,0,1,0,1,0,1,0,0,0,0,1,0
" WhiteBalance,MicroShadowing,ScreenSpaceReflection,Vignette,ScreenSpaceRefraction,ChromaticAberration ",58.50382,58.50382,58.50382,155.5288,42.18323,184.3516,22.45703,11.97917,53.80954,53.80954,53.80954,0,0,1,0,0,1,0,0,1,1,0,1,1
" WhiteBalance,MotionBlur,Fog,AmbientOcclusion,ScreenSpaceReflection,MicroShadowing ",33.0608,33.0608,33.0608,158.912,42.08384,184.3516,19.99219,10.9375,51.42857,51.42857,51.42857,1,0,0,0,1,1,1,0,1,0,0,0,1
" WhiteBalance,AmbientOcclusion,Bloom,ScreenSpaceRefraction,Vignette ",60.00204,60.00204,60.00204,157.2362,42.18908,184.3516,18.17578,10.28646,50.47619,50.47619,50.47619,1,1,0,0,0,0,0,0,0,1,0,1,1
" MotionBlur,ScreenSpaceRefraction,WhiteBalance,ContactShadows,ScreenSpaceReflection ",45.14306,60.00204,50.244254,159.7141,42.150962,184.3516,22.276562000000002,9.895832999999998,-100.0,-100.0,-100.0,0,0,0,1,0,0,1,0,1,1,0,0,1
" ScreenSpaceReflection,MotionBlur,MicroShadowing,ReflectionProbe,ContactShadows ",58.49117,58.49117,58.49117,158.3064,42.18318,184.3516,21.12891,12.76042,100.0,100.0,100.0,0,0,0,1,0,1,1,1,1,0,0,0,0
" Vignette,MicroShadowing,Bloom ",45.09949,59.9898,56.0960325,159.53562499999998,42.1738225,184.3516,19.44336,13.11849325,-100.0,-100.0,-100.0,0,1,0,0,0,1,0,0,0,0,0,1,0
" MicroShadowing,Tonemapping,Vignette,ChromaticAberration,ScreenSpaceReflection ",59.99844,59.99844,59.99844,160.9617,42.18906,184.3516,19.61719,11.71875,27.14286,27.14286,27.14286,0,0,1,0,0,1,0,0,1,0,1,1,0
" Tonemapping,WhiteBalance,MicroShadowing,ChromaticAberration,ReflectionProbe ",39.3343,60.00312,55.46427666666669,162.90455714285713,42.17135380952381,184.3516,18.70219523809524,11.247517142857138,86.48526238095238,94.28571,100.0,0,0,1,0,0,1,0,1,0,0,1,0,1
" WhiteBalance,Bloom,ScreenSpaceRefraction,AmbientOcclusion,MotionBlur ",32.42027,60.0024,51.0567292857143,163.47790714285716,42.15413785714285,184.3516,20.59179714285714,12.416297857142851,-100.0,-100.0,-100.0,1,1,0,0,0,0,1,0,0,1,0,0,1
" ChromaticAberration,ContactShadows,WhiteBalance,MotionBlur,ScreenSpaceReflection ",47.60862,60.00276,52.510576,165.52662,42.159816,184.3516,19.902341999999997,8.59375,-25.619050000000005,-25.71428,-26.66667,0,0,1,1,0,0,1,0,1,0,0,0,1
" ChromaticAberration,Tonemapping,Bloom,ReflectionProbe,ScreenSpaceReflection ",31.12889,31.12889,31.12889,166.3201,42.07629,184.3516,18.86328,11.06771,44.76191,44.76191,44.76191,0,1,1,0,0,0,0,1,1,0,1,0,0
" ContactShadows,ScreenSpaceReflection,Bloom,WhiteBalance,Vignette,MicroShadowing ",48.55665,60.00024,54.278445,165.41555,42.16672,184.3516,21.855465,10.9375,-100.0,-100.0,-100.0,0,1,0,1,0,1,0,0,1,0,0,1,1
" MotionBlur,WhiteBalance,Fog,Tonemapping ",38.95158,38.95158,38.95158,167.9745,42.10685,184.3516,20.13281,10.02604,100.0,100.0,100.0,0,0,0,0,1,0,1,0,0,0,1,0,1
" ScreenSpaceReflection,ScreenSpaceRefraction,Vignette,Bloom,ContactShadows ",34.31756,60.0006,53.122332499999985,167.81620000000004,42.16220625,184.3516,19.5898425,9.99348875,75.95238124999999,80.71428,88.57143,0,1,0,1,0,0,0,0,1,1,0,1,0
" ChromaticAberration,ScreenSpaceRefraction,Fog,Vignette,WhiteBalance,MotionBlur,ContactShadows,Bloom ",28.79446,49.01576,38.405528,168.91255999999998,42.104718000000005,184.3516,17.277346,8.984375,-62.380950000000006,-61.90476,-63.80952,0,1,1,1,1,0,1,0,0,1,0,1,1
" ReflectionProbe,ChromaticAberration,ScreenSpaceRefraction,ScreenSpaceReflection,Tonemapping ",33.59662,60.00204,49.33287800000001,169.02546,42.147402,184.3516,20.039062,16.40625,73.23809600000001,73.33334,74.28571,0,0,1,0,0,0,0,1,1,1,1,0,0
" AmbientOcclusion,Bloom,MicroShadowing,Fog,Vignette ",44.33292,44.33292,44.33292,170.3384,42.12787,184.3516,18.91797,9.895833,-90.4762,-90.4762,-90.4762,1,1,0,0,1,1,0,0,0,0,0,1,0
" ContactShadows,Vignette,Bloom,MotionBlur,ReflectionProbe ",53.93976,53.93976,53.93976,170.7562,42.1654,184.3516,17.48828,13.28125,20.0,20.0,20.0,0,1,0,1,0,0,1,1,0,0,0,1,0
" MotionBlur,AmbientOcclusion,Fog,ScreenSpaceReflection,Vignette,MicroShadowing ",27.34661,43.15181,33.270686,170.96722,42.08466,184.3516,20.787502,9.635416199999998,-34.666666000000006,-42.38095,-67.14285,1,0,0,0,1,1,1,0,1,0,0,1,0
" ContactShadows,ScreenSpaceReflection,WhiteBalance,MotionBlur ",42.62284,42.62284,42.62284,171.816,42.12119,184.3516,19.67969,9.635417,-81.42857,-81.42857,-81.42857,0,0,0,1,0,0,1,0,1,0,0,0,1
" Tonemapping,ReflectionProbe,Fog,Vignette,ScreenSpaceReflection ",34.53396,34.53396,34.53396,172.8965,42.0896,184.3516,22.07031,10.54688,50.95238,50.95238,50.95238,0,0,0,0,1,0,0,1,1,0,1,1,0
" ScreenSpaceRefraction,AmbientOcclusion,MicroShadowing,ReflectionProbe,WhiteBalance,ScreenSpaceReflection ",34.54375,60.0042,51.940118000000005,173.11044,42.157588000000004,184.3516,21.182812000000002,10.286460000000002,32.76191,37.14286,39.04762,1,0,0,0,0,1,0,1,1,1,0,0,1
" MicroShadowing,AmbientOcclusion,ScreenSpaceReflection,ChromaticAberration ",40.43851,40.43851,40.43851,173.8589,42.11266,184.3516,20.04688,11.71875,-51.90477,-51.90477,-51.90477,1,0,1,0,0,1,0,0,1,0,0,0,0
" WhiteBalance,ScreenSpaceRefraction,Fog,Tonemapping,Bloom,AmbientOcclusion ",34.07213,34.07213,34.07213,175.4165,42.08779,184.3516,17.51172,9.244792,67.61905,67.61905,67.61905,1,1,0,0,1,0,0,0,0,1,1,0,1
" MotionBlur,Tonemapping,ChromaticAberration,Vignette ",53.53061,53.53061,53.53061,175.3136,42.1638,184.3516,20.51172,12.23958,42.38097,42.38097,42.38097,0,0,1,0,0,0,1,0,0,0,1,1,0
" ScreenSpaceRefraction,WhiteBalance,Tonemapping,Fog,MotionBlur ",37.84696,38.49974,38.17335,176.05399999999997,42.103815,184.3516,19.058595,8.854167,-52.14286,-52.14286,-52.38095,0,0,0,0,1,0,1,0,0,1,1,0,1
" Vignette,Fog,ReflectionProbe,ContactShadows,WhiteBalance,Tonemapping ",34.71162,37.31608,35.8147675,176.02605,42.0945975,184.3516,22.408205,10.15625,86.66667500000001,86.90477,87.61906,0,0,0,1,1,0,0,1,0,0,1,1,1
" Tonemapping,ScreenSpaceRefraction,Vignette,MicroShadowing,MotionBlur,Fog ",52.73594,52.73594,52.73594,143.1545,41.64442,183.3516,19.5,10.9375,-60.0,-60.0,-60.0,0,0,0,0,1,1,1,0,0,1,1,1,0
" MicroShadowing,ContactShadows,ScreenSpaceReflection ",48.66772,59.17965,53.923685000000006,142.7541,41.649055000000004,183.3516,20.117185,8.854167,-40.2381,-40.2381,-40.4762,0,0,0,1,0,1,0,0,1,0,0,0,0
" AmbientOcclusion,Fog,Vignette,ReflectionProbe,ContactShadows,ChromaticAberration,WhiteBalance,MotionBlur,ScreenSpaceRefraction ",40.01472,40.01472,40.01472,143.8244,41.59472,183.3516,21.26563,10.28646,49.04763,49.04763,49.04763,1,0,1,1,1,0,1,1,0,1,0,1,1
" Vignette,ContactShadows,MotionBlur,MicroShadowing ",51.95426,51.95426,51.95426,144.6058,41.64136,187.3516,20.53516,11.19792,-28.57143,-28.57143,-28.57143,0,0,0,1,0,1,1,0,0,0,0,1,0
" AmbientOcclusion,ReflectionProbe,ScreenSpaceRefraction,Tonemapping,ScreenSpaceReflection,Vignette ",56.94112,56.94112,56.94112,145.3702,41.66084,187.3516,19.46094,10.54688,28.57143,28.57143,28.57143,1,0,0,0,0,0,0,1,1,1,1,1,0
" MicroShadowing,Fog,ReflectionProbe,MotionBlur,WhiteBalance ",59.20944,59.20944,59.20944,145.1574,41.6697,187.3516,17.12109,10.54688,-38.57143,-38.57143,-38.57143,0,0,0,0,1,1,1,1,0,0,0,0,1
" ScreenSpaceRefraction,ScreenSpaceReflection,ReflectionProbe,MotionBlur,ChromaticAberration ",46.27166,46.27166,46.27166,146.7694,41.61916,187.3516,17.52734,10.67708,47.61906,47.61906,47.61906,0,0,1,0,0,0,1,1,1,1,0,0,0
" ScreenSpaceReflection,Bloom,WhiteBalance,ScreenSpaceRefraction,MotionBlur ",51.89225,51.89225,51.89225,147.9289,41.64112,187.3516,19.07813,10.80729,23.80953,23.80953,23.80953,0,1,0,0,0,0,1,0,1,1,0,0,1
" ContactShadows,Fog,ScreenSpaceRefraction,Bloom,ScreenSpaceReflection ",27.33884,27.33884,27.33884,148.658,41.54521,187.3516,21.94922,8.984375,-46.19048,-46.19048,-46.19048,0,1,0,1,1,0,0,0,1,1,0,0,0
" Bloom,ScreenSpaceRefraction,MicroShadowing,Vignette,Fog,ScreenSpaceReflection ",27.66022,41.24341,36.16224666666667,149.16803333333334,41.57967333333333,187.3516,18.712239999999998,11.458330000000002,100.0,100.0,100.0,0,1,0,0,1,1,0,0,1,1,0,1,0
" AmbientOcclusion,MicroShadowing,ScreenSpaceRefraction,MotionBlur,ContactShadows ",39.91331,60.0024,48.45654666666667,148.42893333333336,41.627700000000004,186.01826666666668,17.17448,9.765625,-58.09524,-58.09524,-58.09524,1,0,0,1,0,1,1,0,0,1,0,0,0
" Fog,MicroShadowing,MotionBlur,WhiteBalance,AmbientOcclusion ",28.45509,28.45509,28.45509,149.5657,41.54957,187.3516,21.24609,10.54688,42.85715,42.85715,42.85715,1,0,0,0,1,1,1,0,0,0,0,0,1
" ChromaticAberration,ScreenSpaceRefraction,ReflectionProbe,WhiteBalance,Vignette ",50.22476,50.22476,50.22476,150.5315,41.63461,187.3516,20.13281,11.71875,-44.28571,-44.28571,-44.28571,0,0,1,0,0,0,0,1,0,1,0,1,1
" ScreenSpaceRefraction,ScreenSpaceReflection,MicroShadowing,Bloom,ReflectionProbe,Tonemapping ",55.79921,55.79921,55.79921,151.6124,41.65638,187.3516,17.42969,10.67708,100.0,100.0,100.0,0,1,0,0,0,1,0,1,1,1,1,0,0
" ContactShadows,Fog,ScreenSpaceReflection,Tonemapping,ReflectionProbe ",39.56886,39.56886,39.56886,151.3577,41.59298,187.3516,21.78125,11.19792,53.80954,53.80954,53.80954,0,0,0,1,1,0,0,1,1,0,1,0,0
" MicroShadowing,MotionBlur,AmbientOcclusion,ScreenSpaceRefraction,Fog,Tonemapping ",31.23585,31.23585,31.23585,152.8381,41.56043,187.3516,17.97656,8.463542,-59.52381,-59.52381,-59.52381,1,0,0,0,1,1,1,0,0,1,1,0,0
" MicroShadowing,ScreenSpaceRefraction,AmbientOcclusion,ReflectionProbe,Bloom ",53.46107,59.35881,56.40994,152.62529999999998,41.658765,185.3516,19.95313,12.955729999999999,11.42857845,11.42857845,21.90477,1,1,0,0,0,1,0,1,0,1,0,0,0
" AmbientOcclusion,Bloom,WhiteBalance ",43.77862,60.00096,49.47933,152.9819666666667,41.63169,186.01826666666668,20.38802,11.979169999999998,-58.4127,-58.09524,-59.52381,1,1,0,0,0,0,0,0,0,0,0,0,1
" MotionBlur,WhiteBalance,Vignette,Tonemapping,ScreenSpaceReflection,ReflectionProbe ",58.32366,58.32366,58.32366,151.8154,41.66624,187.3516,19.39453,12.5,100.0,100.0,100.0,0,0,0,0,0,0,1,1,1,0,1,1,1
" ReflectionProbe,Vignette,AmbientOcclusion,MicroShadowing,Fog,ScreenSpaceRefraction ",39.11001,39.11001,39.11001,154.3517,41.59119,187.3516,17.57031,8.203125,100.0,100.0,100.0,1,0,0,0,1,1,0,1,0,1,0,1,0
" Bloom,ChromaticAberration,ScreenSpaceRefraction,ReflectionProbe,Tonemapping,MotionBlur ",54.56044,54.56044,54.56044,155.4306,41.65154,187.3516,21.34766,10.54688,74.28571,74.28571,74.28571,0,1,1,0,0,0,1,1,0,1,1,0,0
" MotionBlur,ReflectionProbe,Vignette,AmbientOcclusion,ChromaticAberration,ScreenSpaceRefraction ",47.08852,59.87522,54.3145,156.34973333333335,41.65058333333334,187.3516,20.078123333333334,9.765625,-63.01587333333333,-62.85714,-63.33334,1,0,1,0,0,0,1,1,0,1,0,1,0
" MotionBlur,Vignette,ReflectionProbe,Tonemapping ",60.00276,60.00276,60.00276,157.0606,41.6728,187.3516,18.09766,10.80729,70.95239,70.95239,70.95239,0,0,0,0,0,0,1,1,0,0,1,1,0
" ChromaticAberration,MicroShadowing,Vignette,Tonemapping,ScreenSpaceReflection ",49.4856,59.91217,54.698885000000004,157.20485000000002,41.652085,187.3516,17.03906,14.97396,43.095245,43.095245,43.33334,0,0,1,0,0,1,0,0,1,0,1,1,0
" ChromaticAberration,ScreenSpaceRefraction,ScreenSpaceReflection,AmbientOcclusion,Tonemapping,WhiteBalance,ReflectionProbe ",43.36626,60.00168,51.9500225,159.154575,41.641345,187.3516,21.38281,10.15625125,89.52381,100.0,100.0,1,0,1,0,0,0,0,1,1,1,1,0,1
" Tonemapping,AmbientOcclusion,WhiteBalance,Bloom,ChromaticAberration,ScreenSpaceReflection,ContactShadows ",43.94619,60.00024,54.47061,159.80643333333333,41.65118999999999,187.3516,19.454430000000002,10.15625,35.079370000000004,35.2381,36.19048,1,1,1,1,0,0,0,0,1,0,1,0,1
" WhiteBalance,ScreenSpaceReflection,ScreenSpaceRefraction,Fog,Bloom ",24.18748,38.26287,31.29774333333333,161.31403333333333,41.560673333333334,187.3516,17.984376666666666,8.072917000000002,-69.68254333333333,-69.52381,-70.4762,0,1,0,0,1,0,0,0,1,1,0,0,1
" ScreenSpaceReflection,ContactShadows,Bloom,AmbientOcclusion ",59.99952,59.99952,59.99952,160.3668,41.67279,187.3516,21.19531,7.552083,-39.52381,-39.52381,-39.52381,1,1,0,1,0,0,0,0,1,0,0,0,0
" Fog,MotionBlur,AmbientOcclusion,ContactShadows,WhiteBalance ",40.2604,40.2604,40.2604,162.5736,41.59568,187.3516,19.00391,9.375,-63.80952,-63.80952,-63.80952,1,0,0,1,1,0,1,0,0,0,0,0,1
" Tonemapping,ReflectionProbe,Fog,ScreenSpaceRefraction,MicroShadowing ",31.5837,31.5837,31.5837,162.076,41.56179,187.3516,17.04688,11.71875,81.42857,81.42857,81.42857,0,0,0,0,1,1,0,1,0,1,1,0,0
" Bloom,WhiteBalance,ScreenSpaceRefraction,Tonemapping,MotionBlur,MicroShadowing ",40.35138,40.35138,40.35138,163.0485,41.59604,187.3516,19.90234,8.333333,54.28572,54.28572,54.28572,0,1,0,0,0,1,1,0,0,1,1,0,1
" AmbientOcclusion,MotionBlur,Tonemapping,Bloom,Vignette ",53.00428,53.00428,53.00428,164.6648,41.64546,187.3516,21.44922,12.10938,50.47619,50.47619,50.47619,1,1,0,0,0,0,1,0,0,0,1,1,0
" Bloom,ChromaticAberration,Fog,MotionBlur,MicroShadowing ",23.03813,23.03813,23.03813,165.3704,41.52841,187.3516,22.29297,8.203125,-36.19048,-36.19048,-36.19048,0,1,1,0,1,1,1,0,0,0,0,0,0
" Bloom,WhiteBalance,ContactShadows,ReflectionProbe,ChromaticAberration,Tonemapping ",60.00348,60.00348,60.00348,165.9677,41.67281,187.3516,19.90234,13.15104,63.33333,63.33333,63.33333,0,1,1,1,0,0,0,1,0,0,1,0,1
" WhiteBalance,AmbientOcclusion,ScreenSpaceReflection,MotionBlur,Bloom ",57.7644,57.7644,57.7644,165.3923,41.66406,187.3516,19.14844,7.8125,-34.76191,-34.76191,-34.76191,1,1,0,0,0,0,1,0,1,0,0,0,1
" Tonemapping,AmbientOcclusion,ChromaticAberration,MicroShadowing,MotionBlur ",60.0006,60.0006,60.0006,168.914,41.67279,187.3516,21.90625,12.5,-62.85714,-62.85714,-62.85714,1,0,1,0,0,1,1,0,0,0,1,0,0
" ReflectionProbe,WhiteBalance,ScreenSpaceReflection,MotionBlur,AmbientOcclusion ",35.36493,54.88113,42.71713666666667,169.21070000000003,41.60527666666667,187.3516,21.389323333333333,9.635417000000002,-60.95238,-60.95238,-61.42857,1,0,0,0,0,0,1,1,1,0,0,0,1
" ReflectionProbe,Tonemapping,ScreenSpaceRefraction,Fog,ScreenSpaceReflection,Vignette ",31.89599,31.89599,31.89599,169.5669,41.56301,187.3516,18.01563,10.28646,70.4762,70.4762,70.4762,0,0,0,0,1,0,0,1,1,1,1,1,0
" Vignette,Fog,ChromaticAberration,Tonemapping,ContactShadows,MotionBlur ",42.83426,42.83426,42.83426,170.5204,41.60574,187.3516,21.55469,9.505208,58.09524,58.09524,58.09524,0,0,1,1,1,0,1,0,0,0,1,1,0
