Treatments,min_current_fps,max_current_fps,mean_current_fps,mean_allocated_ram,mean_average_fps,mean_reserved_ram,mean_mono_ram,mean_cpu,mean_slider,median_slider,max_slider,AmbientOcclusion,Bloom,ChromaticAberration,ContactShadows,Fog,MicroShadowing,MotionBlur,ReflectionProbe,ScreenSpaceReflection,ScreenSpaceRefraction,Tonemapping,Vignette,WhiteBalance
" ChromaticAberration,MicroShadowing,ScreenSpaceReflection,ScreenSpaceRefraction,ReflectionProbe ",53.37888,53.37888,53.37888,154.6407,56.95636,180.3516,20.20703,11.71875,-100.0,-100.0,-100.0,0,0,1,0,0,1,0,1,1,1,0,0,0
" Bloom,WhiteBalance,MotionBlur,Fog,ChromaticAberration ",34.66769,34.66769,34.66769,156.7809,56.88327,184.3516,17.26172,13.67188,-100.0,-100.0,-100.0,0,1,1,0,1,0,1,0,0,0,0,0,1
" WhiteBalance,Bloom,ChromaticAberration,Tonemapping ",56.14508,56.14508,56.14508,156.6985,56.96717,184.3516,21.61719,9.505208,100.0,100.0,100.0,0,1,1,0,0,0,0,0,0,0,1,0,1
" ContactShadows,MicroShadowing,Fog,Tonemapping,ChromaticAberration ",47.90557,48.42099,48.16328,158.99205,56.935990000000004,184.3516,18.736330000000002,8.723958,0.0,0.0,100.0,0,0,1,1,1,1,0,0,0,0,1,0,0
" ContactShadows,Fog,MicroShadowing,ScreenSpaceReflection,WhiteBalance,ChromaticAberration ",34.5162,34.5162,34.5162,159.6837,56.88268,184.3516,19.65625,10.9375,-100.0,-100.0,-100.0,0,0,1,1,1,1,0,0,1,0,0,0,1
" Bloom,ChromaticAberration,ReflectionProbe,WhiteBalance,Vignette ",57.63955,57.63955,57.63955,161.4179,56.97301,184.3516,19.98438,9.375,100.0,100.0,100.0,0,1,1,0,0,0,0,1,0,0,0,1,1
" ContactShadows,AmbientOcclusion,ScreenSpaceRefraction,MicroShadowing,ReflectionProbe ",51.12239,51.12239,51.12239,163.3842,56.94755,184.3516,21.1875,11.71875,-64.76191,-64.76191,-64.76191,1,0,0,1,0,1,0,1,0,1,0,0,0
" ContactShadows,WhiteBalance,Tonemapping,ChromaticAberration,Fog ",26.59207,26.59207,26.59207,162.8576,56.85173,184.3516,19.73828,11.19792,22.38095,22.38095,22.38095,0,0,1,1,1,0,0,0,0,0,1,0,1
" ScreenSpaceRefraction,WhiteBalance,AmbientOcclusion,Tonemapping,ScreenSpaceReflection ",48.45126,48.45126,48.45126,163.924,56.93711,184.3516,18.26563,11.45833,100.0,100.0,100.0,1,0,0,0,0,0,0,0,1,1,1,0,1
" ChromaticAberration,Fog,MotionBlur,ScreenSpaceRefraction,ReflectionProbe ",33.99591,33.99591,33.99591,166.0457,56.88065,184.3516,18.31641,5.989583,-97.61905,-97.61905,-97.61905,0,0,1,0,1,0,1,1,0,1,0,0,0
" Fog,ReflectionProbe,MotionBlur,ScreenSpaceRefraction,Bloom ",41.52151,41.52151,41.52151,165.8015,56.91005,184.3516,18.78516,9.244792,-60.95238,-60.95238,-60.95238,0,1,0,0,1,0,1,1,0,1,0,0,0
" WhiteBalance,ScreenSpaceReflection,ReflectionProbe,AmbientOcclusion,ContactShadows ",59.83295,59.83295,59.83295,165.5029,56.98158,184.3516,20.19531,8.984375,26.66668,26.66668,26.66668,1,0,0,1,0,0,0,1,1,0,0,0,1
" Fog,Bloom,ContactShadows,ScreenSpaceRefraction,ScreenSpaceReflection ",45.51599,45.51599,45.51599,167.6819,56.92565,184.3516,17.71094,9.244792,-100.0,-100.0,-100.0,0,1,0,1,1,0,0,0,1,1,0,0,0
" ReflectionProbe,ScreenSpaceReflection,Fog,MicroShadowing,ChromaticAberration ",28.57461,28.57461,28.57461,167.9911,56.85947,184.3516,20.9375,13.54167,41.90477,41.90477,41.90477,0,0,1,0,1,1,0,1,1,0,0,0,0
" ContactShadows,ReflectionProbe,MicroShadowing,Tonemapping,MotionBlur,ScreenSpaceReflection ",49.555,49.555,49.555,169.4167,56.94143,184.3516,18.61328,11.45833,-34.28571,-34.28571,-34.28571,0,0,0,1,0,1,1,1,1,0,1,0,0
" MotionBlur,MicroShadowing,Bloom,Vignette,AmbientOcclusion ",47.71357,47.71357,47.71357,168.2161,56.93423,184.3516,18.11328,12.23958,29.04762,29.04762,29.04762,1,1,0,0,0,1,1,0,0,0,0,1,0
" Vignette,WhiteBalance,Fog,AmbientOcclusion ",33.34,33.34,33.34,170.3582,56.87809,184.3516,17.36719,10.28646,32.85714,32.85714,32.85714,1,0,0,0,1,0,0,0,0,0,0,1,1
" ContactShadows,AmbientOcclusion,ReflectionProbe,Tonemapping,MotionBlur ",53.5742,53.5742,53.5742,171.9655,56.95713,184.3516,22.44141,9.375,28.57143,28.57143,28.57143,1,0,0,1,0,0,1,1,0,0,1,0,0
" ScreenSpaceRefraction,ReflectionProbe,ChromaticAberration,ContactShadows,MotionBlur,WhiteBalance,ScreenSpaceReflection ",55.85968,55.85968,55.85968,172.0137,56.96605,184.3516,19.19922,11.84896,-50.47619,-50.47619,-50.47619,0,0,1,1,0,0,1,1,1,1,0,0,1
" ReflectionProbe,Fog,MotionBlur,ContactShadows,Tonemapping ",46.3377,46.3377,46.3377,172.5256,56.92886,184.3516,17.31641,10.28646,58.57143,58.57143,58.57143,0,0,0,1,1,0,1,1,0,0,1,0,0
" ContactShadows,ScreenSpaceRefraction,AmbientOcclusion,Fog,MicroShadowing,Bloom,MotionBlur,Vignette ",26.78509,51.03994,38.912515,142.64625,32.750465000000005,183.3516,17.638675,11.19792,-48.809529999999995,-48.809529999999995,-49.04763,1,1,0,1,1,1,1,0,0,1,0,1,0
" Vignette,ContactShadows,MotionBlur,ScreenSpaceReflection ",52.94339,52.94339,52.94339,142.6055,32.80527,183.3516,22.58984,10.54688,20.0,20.0,20.0,0,0,0,1,0,0,1,0,1,0,0,1,0
" Tonemapping,ReflectionProbe,MotionBlur,Fog,MicroShadowing ",30.12447,30.12447,30.12447,143.2622,32.71613,183.3516,19.87891,8.984375,-73.33334,-73.33334,-73.33334,0,0,0,0,1,1,1,1,0,0,1,0,0
" Vignette,Fog,ScreenSpaceReflection,MicroShadowing,ScreenSpaceRefraction ",41.8636,41.8636,41.8636,143.9439,32.76199,183.3516,17.48828,8.463542,-33.33334,-33.33334,-33.33334,0,0,0,0,1,1,0,0,1,1,0,1,0
" ContactShadows,Vignette,Fog ",34.1544,34.1544,34.1544,143.849,32.73188,183.3516,20.76953,8.854167,-60.0,-60.0,-60.0,0,0,0,1,1,0,0,0,0,0,0,1,0
" Bloom,ScreenSpaceReflection,ReflectionProbe,ScreenSpaceRefraction,Tonemapping,ChromaticAberration ",56.06293,56.06293,56.06293,144.7907,32.81746,183.3516,18.88672,12.10938,21.90477,21.90477,21.90477,0,1,1,0,0,0,0,1,1,1,1,0,0
" MotionBlur,Bloom,Vignette,ScreenSpaceReflection,ReflectionProbe,AmbientOcclusion,WhiteBalance ",59.66979,59.66979,59.66979,144.6968,32.83155,183.3516,17.25,10.9375,-71.42857,-71.42857,-71.42857,1,1,0,0,0,0,1,1,1,0,0,1,1
" AmbientOcclusion,MicroShadowing,ContactShadows,ScreenSpaceReflection,Fog ",30.7521,30.7521,30.7521,147.9329,32.71859,183.3516,20.96094,7.942708,-30.95238,-30.95238,-30.95238,1,0,0,1,1,1,0,0,1,0,0,0,0
" WhiteBalance,ContactShadows,Vignette,AmbientOcclusion,ScreenSpaceRefraction ",34.83265,34.83265,34.83265,147.9304,32.73453,183.3516,18.71875,11.19792,-31.42857,-31.42857,-31.42857,1,0,0,1,0,0,0,0,0,1,0,1,1
" AmbientOcclusion,ScreenSpaceRefraction,ScreenSpaceReflection,MicroShadowing ",48.57033,48.57033,48.57033,149.6375,32.78819,183.3516,22.875,13.15104,24.28571,24.28571,24.28571,1,0,0,0,0,1,0,0,1,1,0,0,0
" MicroShadowing,ContactShadows,WhiteBalance,Bloom,ScreenSpaceRefraction ",53.55756,53.55756,53.55756,150.227,32.80767,183.3516,20.04297,9.895833,-56.66667,-56.66667,-56.66667,0,1,0,1,0,1,0,0,0,1,0,0,1
" MotionBlur,ChromaticAberration,ContactShadows ",59.99952,59.99952,59.99952,150.0869,32.83284,183.3516,19.16016,11.06771,49.04763,49.04763,49.04763,0,0,1,1,0,0,1,0,0,0,0,0,0
" Tonemapping,Bloom,MicroShadowing,MotionBlur,ContactShadows ",48.21392,48.21392,48.21392,151.9731,32.7868,183.3516,17.76172,11.97917,-35.71429,-35.71429,-35.71429,0,1,0,1,0,1,1,0,0,0,1,0,0
" ScreenSpaceRefraction,ScreenSpaceReflection,Vignette,ReflectionProbe,Bloom ",59.9988,59.9988,59.9988,152.2881,32.83283,183.3516,22.20703,9.765625,-44.76191,-44.76191,-44.76191,0,1,0,0,0,0,0,1,1,1,0,1,0
" ContactShadows,ChromaticAberration,AmbientOcclusion ",52.38619,52.38619,52.38619,154.9279,32.80309,183.3516,17.13281,9.505208,26.66668,26.66668,26.66668,1,0,1,1,0,0,0,0,0,0,0,0,0
" ChromaticAberration,ScreenSpaceReflection,Bloom,MicroShadowing,ContactShadows,MotionBlur,WhiteBalance,Fog ",26.09501,26.09501,26.09501,155.0239,32.70039,183.3516,18.72266,10.15625,-31.90476,-31.90476,-31.90476,0,1,1,1,1,1,1,0,1,0,0,0,1
" Tonemapping,AmbientOcclusion,ChromaticAberration,MotionBlur,ScreenSpaceRefraction ",56.21957,56.21957,56.21957,155.7776,32.81807,183.3516,22.61719,11.97917,100.0,100.0,100.0,1,0,1,0,0,0,1,0,0,1,1,0,0
" Fog,MotionBlur,MicroShadowing,Vignette,ScreenSpaceReflection ",31.58699,31.58699,31.58699,156.3231,32.72185,183.3516,20.28906,10.54688,-68.09524,-68.09524,-68.09524,0,0,0,0,1,1,1,0,1,0,0,1,0
" AmbientOcclusion,Vignette,Fog,MotionBlur,ContactShadows ",47.39988,47.39988,47.39988,156.0817,32.78362,183.3516,18.65234,11.97917,-38.57143,-38.57143,-38.57143,1,0,0,1,1,0,1,0,0,0,0,1,0
" Vignette,Fog,ScreenSpaceReflection,Tonemapping,ContactShadows ",31.50559,31.50559,31.50559,156.5267,32.72153,183.3516,21.375,9.375,65.71429,65.71429,65.71429,0,0,0,1,1,0,0,0,1,0,1,1,0
" Fog,ScreenSpaceReflection,WhiteBalance,ScreenSpaceRefraction,ReflectionProbe ",38.00634,38.00634,38.00634,157.433,32.74692,183.3516,19.10156,10.9375,31.42858,31.42858,31.42858,0,0,0,0,1,0,0,1,1,1,0,0,1
" AmbientOcclusion,ChromaticAberration,MicroShadowing,Tonemapping,Vignette,ContactShadows ",58.95184,58.95184,58.95184,156.4916,32.82874,187.3516,22.125,8.854167,32.85714,32.85714,32.85714,1,0,1,1,0,1,0,0,0,0,1,1,0
" AmbientOcclusion,ContactShadows,ChromaticAberration,MicroShadowing,ScreenSpaceReflection ",59.99016,59.99016,59.99016,158.2309,32.8328,187.3516,20.21484,11.19792,36.66668,36.66668,36.66668,1,0,1,1,0,1,0,0,1,0,0,0,0
" MotionBlur,ScreenSpaceReflection,WhiteBalance,Bloom,Fog ",28.47818,28.47818,28.47818,161.7026,32.70971,187.3516,17.74609,8.463542,-48.09524,-48.09524,-48.09524,0,1,0,0,1,0,1,0,1,0,0,0,1
" MotionBlur,ChromaticAberration,AmbientOcclusion,ScreenSpaceRefraction,ScreenSpaceReflection,Bloom ",32.87365,32.87365,32.87365,162.1185,32.72688,187.3516,19.25781,10.28646,-39.04762,-39.04762,-39.04762,1,1,1,0,0,0,1,0,1,1,0,0,0
" ContactShadows,ScreenSpaceReflection,ChromaticAberration,Vignette,Tonemapping,Bloom ",59.99952,59.99952,59.99952,161.9252,32.83284,187.3516,17.65234,11.58854,21.42857,21.42857,21.42857,0,1,1,1,0,0,0,0,1,0,1,1,0
" ChromaticAberration,ScreenSpaceReflection,Bloom,AmbientOcclusion,MotionBlur,WhiteBalance ",34.09327,34.09327,34.09327,164.6626,32.73164,187.3516,17.07813,14.84375,-54.28571,-54.28571,-54.28571,1,1,1,0,0,0,1,0,1,0,0,0,1
" ScreenSpaceRefraction,Bloom,AmbientOcclusion,ContactShadows,ChromaticAberration ",42.43329,42.43329,42.43329,165.6173,32.76422,187.3516,19.96875,9.505208,-54.28571,-54.28571,-54.28571,1,1,1,1,0,0,0,0,0,1,0,0,0
" ScreenSpaceRefraction,MotionBlur,ContactShadows,Bloom,ReflectionProbe ",44.12381,59.99988,52.061845,164.53879999999998,32.801829999999995,187.3516,20.533205000000002,11.58854,29.285715,29.285715,29.52381,0,1,0,1,0,0,1,1,0,1,0,0,0
 Vignette ,49.64676,58.71335,54.180054999999996,165.59890000000001,44.020995,186.3516,20.51172,10.6119785,-58.57143,-58.57143,-100.0,0,0,0,0,0,0,0,0,0,0,0,1,0
" ScreenSpaceReflection,Fog,Vignette,MicroShadowing,ScreenSpaceRefraction,ChromaticAberration,ContactShadows ",44.29286,44.29286,44.29286,166.9077,32.77148,187.3516,21.99219,14.45313,-68.09524,-68.09524,-68.09524,0,0,1,1,1,1,0,0,1,1,0,1,0
" Fog,ScreenSpaceReflection,Tonemapping,ScreenSpaceRefraction,WhiteBalance ",26.48291,42.04879,34.26585,167.5557,32.73231,187.3516,19.667965,10.026042499999999,88.33333999999999,88.33333999999999,100.0,0,0,0,0,1,0,0,0,1,1,1,0,1
" ReflectionProbe,ChromaticAberration,Vignette,AmbientOcclusion,MicroShadowing,Tonemapping,Fog ",49.52849,49.52849,49.52849,168.08,32.79193,187.3516,22.84766,8.723958,-42.85714,-42.85714,-42.85714,1,0,1,0,1,1,0,1,0,0,1,1,0
" MicroShadowing,ScreenSpaceReflection,Bloom,AmbientOcclusion,Fog ",31.77751,31.77751,31.77751,169.9568,32.72259,187.3516,20.25781,13.41146,20.4762,20.4762,20.4762,1,1,0,0,1,1,0,0,1,0,0,0,0
" ReflectionProbe,WhiteBalance,ScreenSpaceRefraction,Tonemapping,MicroShadowing ",58.97826,58.97826,58.97826,166.7887,32.82885,187.3516,19.58203,15.10417,-100.0,-100.0,-100.0,0,0,0,0,0,1,0,1,0,1,1,0,1
" Vignette,Fog,ContactShadows,Tonemapping,ScreenSpaceRefraction,Bloom ",58.97826,58.97826,58.97826,169.631,32.82885,187.3516,17.07813,12.76042,-56.19048,-56.19048,-56.19048,0,1,0,1,1,0,0,0,0,1,1,1,0
" ContactShadows,ChromaticAberration,Vignette,AmbientOcclusion,ScreenSpaceRefraction ",59.99916,59.99916,59.99916,169.6304,32.83283,187.3516,20.14844,10.41667,21.42857,21.42857,21.42857,1,0,1,1,0,0,0,0,0,1,0,1,0
" ContactShadows,WhiteBalance,ChromaticAberration,ScreenSpaceReflection,Tonemapping,Bloom ",48.54369,48.54369,48.54369,172.2579,32.78809,187.3516,21.23047,13.93229,-25.2381,-25.2381,-25.2381,0,1,1,1,0,0,0,0,1,0,1,0,1
" Bloom,Vignette,MicroShadowing,AmbientOcclusion,ScreenSpaceRefraction,ContactShadows ",41.00075,41.00075,41.00075,172.0817,32.75862,187.3516,17.86719,13.28125,-27.61905,-27.61905,-27.61905,1,1,0,1,0,1,0,0,0,1,0,1,0
" ReflectionProbe,Tonemapping,Fog,ScreenSpaceRefraction,Vignette ",47.29429,47.29429,47.29429,172.5619,32.7832,187.3516,22.22656,9.505208,100.0,100.0,100.0,0,0,0,0,1,0,0,1,0,1,1,1,0
" AmbientOcclusion,Vignette,Bloom,Fog,ScreenSpaceReflection ",26.56607,26.56607,26.56607,172.5683,32.70224,187.3516,19.50781,10.80729,-31.42857,-31.42857,-31.42857,1,1,0,0,1,0,0,0,1,0,0,1,0
" Vignette,Bloom,WhiteBalance,AmbientOcclusion,Tonemapping ",60.00132,60.00132,60.00132,172.1598,32.83284,187.3516,17.48047,11.84896,57.14285,57.14285,57.14285,1,1,0,0,0,0,0,0,0,0,1,1,1
" Fog,ScreenSpaceRefraction,ChromaticAberration,Tonemapping,MotionBlur ",41.55585,44.80989,43.18287,174.6395,32.767145,187.3516,21.902345,10.02604,65.4762,65.4762,65.71429,0,0,1,0,1,0,1,0,0,1,1,0,0
" ContactShadows,Tonemapping,WhiteBalance,Bloom,AmbientOcclusion ",56.65498,59.07477,57.864875,174.58749999999998,32.824495,187.3516,17.679685,9.765626000000001,-5.952385,-5.952385,-36.19048,1,1,0,1,0,0,0,0,0,0,1,0,1
" ScreenSpaceReflection,MicroShadowing,Fog,Vignette ",36.03928,36.03928,36.03928,176.8293,32.73924,187.3516,17.16406,10.54688,-63.33334,-63.33334,-63.33334,0,0,0,0,1,1,0,0,1,0,0,1,0
" MicroShadowing,AmbientOcclusion,Vignette,Bloom,ReflectionProbe ",57.20235,57.20235,57.20235,177.9009,32.82191,187.3516,21.64844,7.942708,-56.19048,-56.19048,-56.19048,1,1,0,0,0,1,0,1,0,0,0,1,0
" ReflectionProbe,MotionBlur,ContactShadows,MicroShadowing,ScreenSpaceRefraction,ScreenSpaceReflection ",60.00384,60.00384,60.00384,176.6501,32.83285,187.3516,19.80469,9.765625,66.66667,66.66667,66.66667,0,0,0,1,0,1,1,1,1,1,0,0,0
" Bloom,MicroShadowing,ContactShadows,MotionBlur,ChromaticAberration ",50.5597,50.5597,50.5597,178.1995,32.79596,187.3516,17.91797,10.15625,-68.57143,-68.57143,-68.57143,0,1,1,1,0,1,1,0,0,0,0,0,0
" AmbientOcclusion,ScreenSpaceRefraction,ScreenSpaceReflection,WhiteBalance,Vignette,ContactShadows,Tonemapping,Bloom ",44.56765,44.56765,44.56765,142.5483,31.18165,183.3516,19.51172,10.41667,52.85715,52.85715,52.85715,1,1,0,1,0,0,0,0,1,1,1,1,1
" ScreenSpaceReflection,MicroShadowing,Tonemapping,MotionBlur,ReflectionProbe,AmbientOcclusion ",46.33512,46.33512,46.33512,143.4423,31.18856,183.3516,22.54297,14.19271,-44.76191,-44.76191,-44.76191,1,0,0,0,0,1,1,1,1,0,1,0,0
" MicroShadowing,Vignette,Fog,MotionBlur,ContactShadows ",36.00736,36.00736,36.00736,143.0933,31.14821,187.3516,20.36719,8.984375,-90.0,-90.0,-90.0,0,0,0,1,1,1,1,0,0,0,0,1,0
" ScreenSpaceReflection,Fog,Bloom,MicroShadowing,Vignette,ScreenSpaceRefraction,Tonemapping,AmbientOcclusion ",34.29214,34.29214,34.29214,143.6693,31.14151,183.3516,17.44141,9.895833,80.47619,80.47619,80.47619,1,1,0,0,1,1,0,0,1,1,1,1,0
" WhiteBalance,ReflectionProbe,AmbientOcclusion,Bloom,Tonemapping ",58.78929,58.78929,58.78929,143.2439,31.23721,183.3516,21.86719,11.84896,62.38096,62.38096,62.38096,1,1,0,0,0,0,0,1,0,0,1,0,1
" WhiteBalance,MotionBlur,ChromaticAberration,AmbientOcclusion,Vignette,Fog,ContactShadows ",28.19817,28.19817,28.19817,145.4573,31.11771,187.3516,19.91797,12.10938,-94.28571,-94.28571,-94.28571,1,0,1,1,1,0,1,0,0,0,0,1,1
" ChromaticAberration,Bloom,ScreenSpaceReflection,Tonemapping,ReflectionProbe ",50.6442,50.6442,50.6442,145.9951,31.20539,183.3516,18.08984,12.23958,79.52381,79.52381,79.52381,0,1,1,0,0,0,0,1,1,0,1,0,0
" Vignette,AmbientOcclusion,ReflectionProbe ",36.01722,36.01722,36.01722,146.273,31.14825,183.3516,22.37109,12.89063,70.95239,70.95239,70.95239,1,0,0,0,0,0,0,1,0,0,0,1,0
" MotionBlur,Fog,ScreenSpaceRefraction,ContactShadows,Bloom ",31.70868,31.70868,31.70868,147.4515,31.13142,183.3516,21.0625,9.375,-85.71429,-85.71429,-85.71429,0,1,0,1,1,0,1,0,0,1,0,0,0
" ScreenSpaceRefraction,ContactShadows,ReflectionProbe,Vignette,ChromaticAberration,WhiteBalance ",60.00384,60.00384,60.00384,146.3892,31.24195,183.3516,19.22266,9.635417,80.47619,80.47619,80.47619,0,0,1,1,0,0,0,1,0,1,0,1,1
" WhiteBalance,MicroShadowing,AmbientOcclusion,Fog ",31.0981,31.0981,31.0981,148.3272,31.12904,183.3516,17.44141,10.41667,-80.4762,-80.4762,-80.4762,1,0,0,0,1,1,0,0,0,0,0,0,1
" ScreenSpaceRefraction,WhiteBalance,MotionBlur,Tonemapping,MicroShadowing ",59.99664,59.99664,59.99664,146.0613,31.24192,183.3516,20.65625,8.723958,72.38096,72.38096,72.38096,0,0,0,0,0,1,1,0,0,1,1,0,1
" Bloom,MicroShadowing,ScreenSpaceReflection,AmbientOcclusion,Fog ",36.49089,36.49089,36.49089,149.2213,31.1501,187.3516,19.33594,10.9375,100.0,100.0,100.0,1,1,0,0,1,1,0,0,1,0,0,0,0
" MotionBlur,Fog,Bloom,Tonemapping,AmbientOcclusion,MicroShadowing,ChromaticAberration,ScreenSpaceReflection ",37.89371,37.89371,37.89371,149.8489,31.15558,187.3516,17.05859,8.984375,91.42857,91.42857,91.42857,1,1,1,0,1,1,1,0,1,0,1,0,0
" ContactShadows,Vignette,MotionBlur,WhiteBalance,MicroShadowing,ChromaticAberration ",59.90176,59.90176,59.90176,147.555,31.24155,183.3516,20.29688,10.9375,-94.28571,-94.28571,-94.28571,0,0,1,1,0,1,1,0,0,0,0,1,1
" Vignette,Tonemapping,MicroShadowing ",59.99736,59.99736,59.99736,148.5521,31.24193,183.3516,21.47656,10.54688,100.0,100.0,100.0,0,0,0,0,0,1,0,0,0,0,1,1,0
" ScreenSpaceRefraction,MotionBlur,Fog,ReflectionProbe,Tonemapping,MicroShadowing ",31.79903,31.79903,31.79903,151.8732,31.13177,183.3516,18.13281,10.15625,-68.09524,-68.09524,-68.09524,0,0,0,0,1,1,1,1,0,1,1,0,0
" WhiteBalance,ScreenSpaceRefraction,ReflectionProbe,AmbientOcclusion,Fog,MotionBlur,ContactShadows,MicroShadowing ",29.23558,30.55647,29.896025,151.574,31.124339999999997,183.3516,20.197265,11.32813,48.33334,48.33334,48.57143,1,0,0,1,1,1,1,1,0,1,0,0,1
" ChromaticAberration,Vignette,ContactShadows,Tonemapping,ScreenSpaceRefraction ",56.68838,59.99952,58.34395,152.2428,31.235464999999998,183.3516,20.33789,11.32813,71.66667,71.66667,71.90477,0,0,1,1,0,0,0,0,0,1,1,1,0
" ScreenSpaceRefraction,AmbientOcclusion,MotionBlur,ReflectionProbe,WhiteBalance ",60.00024,60.00024,60.00024,150.2732,31.24194,183.3516,17.88281,14.45313,73.80952,73.80952,73.80952,1,0,0,0,0,0,1,1,0,1,0,0,1
" ChromaticAberration,Vignette,MicroShadowing,Bloom,ScreenSpaceReflection,ContactShadows ",39.84826,53.00541,46.426835,153.05335000000002,31.188915,183.3516,22.812505,12.36979,73.57143,73.57143,73.80952,0,1,1,1,0,1,0,0,1,0,0,1,0
" ScreenSpaceRefraction,ChromaticAberration,MicroShadowing,Tonemapping,MotionBlur ",51.07304,59.99916,56.615719999999996,153.408175,31.2287175,183.3516,21.3232425,13.67188,78.8095275,78.80952500000001,79.52381,0,0,1,0,0,1,1,0,0,1,1,0,0
" MotionBlur,Vignette,AmbientOcclusion ",41.61759,59.1373,52.3892475,154.36325,31.212207499999998,186.3516,19.81836,11.19792,-93.0952425,-93.09524,-93.80953,1,0,0,0,0,0,1,0,0,0,0,1,0
" Fog,Vignette,MotionBlur,Tonemapping,WhiteBalance ",39.21815,39.21815,39.21815,154.7226,31.16076,187.3516,17.4375,9.114583,46.66667,46.66667,46.66667,0,0,0,0,1,0,1,0,0,0,1,1,1
" ReflectionProbe,Tonemapping,ScreenSpaceReflection,ContactShadows,ScreenSpaceRefraction ",39.58781,39.58781,39.58781,156.8774,31.1622,187.3516,20.62109,13.93229,73.80952,73.80952,73.80952,0,0,0,1,0,0,0,1,1,1,1,0,0
" WhiteBalance,Fog,ScreenSpaceRefraction,Bloom,Tonemapping,ReflectionProbe,MicroShadowing,Vignette ",41.08852,41.08852,41.08852,158.6069,31.16806,187.3516,19.79688,12.36979,43.33334,43.33334,43.33334,0,1,0,0,1,1,0,1,0,1,1,1,1
" WhiteBalance,MicroShadowing,AmbientOcclusion,ContactShadows,Fog ",43.5578,43.5578,43.5578,159.1372,31.17771,187.3516,22.67578,9.635417,-81.42857,-81.42857,-81.42857,1,0,0,1,1,1,0,0,0,0,0,0,1
" AmbientOcclusion,MicroShadowing,ChromaticAberration,ContactShadows,Vignette ",48.13663,48.13663,48.13663,158.2773,31.19559,187.3516,20.35938,10.28646,69.52381,69.52381,69.52381,1,0,1,1,0,1,0,0,0,0,0,1,0
" Tonemapping,ReflectionProbe,ContactShadows,Bloom,ScreenSpaceRefraction ",50.08213,50.08213,50.08213,161.2723,31.20319,187.3516,17.92969,13.41146,83.33335,83.33335,83.33335,0,1,0,1,0,0,0,1,0,1,1,0,0
" Vignette,Bloom,ScreenSpaceRefraction,AmbientOcclusion ",58.30122,58.30122,58.30122,158.8487,31.2353,187.3516,17.02734,11.71875,-88.57143,-88.57143,-88.57143,1,1,0,0,0,0,0,0,0,1,0,1,0
" ScreenSpaceReflection,ChromaticAberration,ContactShadows,Bloom,Fog,MotionBlur ",29.23942,29.23942,29.23942,162.796,31.12178,187.3516,22.33203,8.59375,-70.0,-70.0,-70.0,0,1,1,1,1,0,1,0,1,0,0,0,0
" ContactShadows,Fog,AmbientOcclusion,ScreenSpaceRefraction,ReflectionProbe ",32.28202,32.28202,32.28202,162.8562,31.13366,187.3516,18.80469,13.93229,100.0,100.0,100.0,1,0,0,1,1,0,0,1,0,1,0,0,0
" WhiteBalance,Tonemapping,ScreenSpaceRefraction,ScreenSpaceReflection,AmbientOcclusion ",33.43196,33.43196,33.43196,163.2912,31.13815,187.3516,22.28906,9.244792,99.52382,99.52382,99.52382,1,0,0,0,0,0,0,0,1,1,1,0,1
" Fog,WhiteBalance,AmbientOcclusion,MotionBlur,MicroShadowing ",36.35069,36.35069,36.35069,164.2351,31.14956,187.3516,20.28906,12.89063,-94.76191,-94.76191,-94.76191,1,0,0,0,1,1,1,0,0,0,0,0,1
" Tonemapping,ContactShadows,ScreenSpaceReflection,Fog,AmbientOcclusion,ChromaticAberration ",28.41127,28.41127,28.41127,164.2904,31.11854,187.3516,17.875,7.421875,76.19048,76.19048,76.19048,1,0,1,1,1,0,0,0,1,0,1,0,0
" Vignette,WhiteBalance ",59.997,59.997,59.997,162.4526,31.24192,187.3516,21.73047,8.463542,-87.14285,-87.14285,-87.14285,0,0,0,0,0,0,0,0,0,0,0,1,1
" Vignette,ReflectionProbe,Fog,ChromaticAberration,Bloom ",27.65686,27.65686,27.65686,165.4777,31.11559,187.3516,20.05078,8.333333,89.52382,89.52382,89.52382,0,1,1,0,1,0,0,1,0,0,0,1,0
" Vignette,Bloom,ReflectionProbe,MotionBlur ",50.56097,50.56097,50.56097,166.2498,31.20506,187.3516,18.40625,9.765625,-55.2381,-55.2381,-55.2381,0,1,0,0,0,0,1,1,0,0,0,1,0
" ContactShadows,Tonemapping,Fog,Vignette,MotionBlur,AmbientOcclusion,ScreenSpaceReflection,ReflectionProbe,ScreenSpaceRefraction ",34.71619,34.71619,34.71619,167.5175,31.14317,187.3516,22.11328,10.67708,77.61905,77.61905,77.61905,1,0,0,1,1,0,1,1,1,1,1,1,0
" MotionBlur,ScreenSpaceRefraction,ReflectionProbe,ContactShadows,Bloom ",58.85261,58.85261,58.85261,165.3076,31.23745,187.3516,20.06641,11.58854,-96.66667,-96.66667,-96.66667,0,1,0,1,0,0,1,1,0,1,0,0,0
" Tonemapping,ScreenSpaceRefraction,AmbientOcclusion,Bloom,ReflectionProbe,ScreenSpaceReflection ",59.99736,59.99736,59.99736,168.1042,31.24193,187.3516,19.50391,11.71875,48.09525,48.09525,48.09525,1,1,0,0,0,0,0,1,1,1,1,0,0
